,university_id,name,state_code,department_id,discipline,faculty_id,course_id,survey_year,examination_result_id,infra_count,infrastructure,percentage,pass_percentage,combined,user_defined_score
2881,164,"Kurukshetra University, Kurukshetra",6,,Computer Science,70816.0,2141485,2019,1975075,7,87.5,88.0,71.69811320754717,82.3993710691824,82.85943396226415
23120,93,"Pt. Ravishankar Shukla University, Raipur",22,,Computer Science,69737.0,2057737,2019,1893274,6,75.0,75.5,100.0,83.5,82.6
23173,93,"Pt. Ravishankar Shukla University, Raipur",22,,Computer Science,69737.0,2057736,2019,1893277,6,75.0,75.5,100.0,83.5,82.6
8133,498,"Babasheb Bhimrao Ambedkar University, Lucknow",9,2070664.0,Computer Science,72543.0,2199395,2019,2029262,6,75.0,75.25,100.0,83.41666666666667,82.55
8170,498,"Babasheb Bhimrao Ambedkar University, Lucknow",9,2070664.0,Computer Science,72543.0,2199394,2019,2029261,6,75.0,75.25,100.0,83.41666666666667,82.55
8203,498,"Babasheb Bhimrao Ambedkar University, Lucknow",9,2070664.0,Computer Science,72543.0,2199392,2019,2029259,6,75.0,75.25,100.0,83.41666666666667,82.55
20327,30,"Rastriya Sanskrit Vidyapeeth, Tirupathi",28,2088386.0,Computer Science,73364.0,2222149,2019,2048857,7,87.5,92.75,66.66666666666666,82.30555555555556,82.3
13727,219,"Gulbarga University, Gulbarga",29,2017439.0,Computer Science,70684.0,2135152,2019,1968959,8,100.0,72.75,58.82352941176471,77.19117647058823,82.1970588235294
7148,592,"Maulana Abul Kalam Azad University of Technology, West Bengal",24,,Computer Science,,2040265,2019,1875988,7,87.5,71.75,80.0,79.75,82.1
42149,461,"M.G.R. Educational and Research Institute, Chennai",33,1979654.0,Computer Science,70078.0,2093441,2019,1928415,8,100.0,82.75,49.48453608247423,77.41151202749141,81.39536082474227
29993,124,Maharaja Krishnakumarsinhji Bhavnagar University,24,1930652.0,Computer Science,69166.0,2042462,2019,1824668,6,75.0,69.0,100.0,81.33333333333333,81.3
32860,109,Jawahar Lal Nehru University,7,,Computer Science,71089.0,2155541,2019,1988238,5,62.5,100.0,100.0,87.5,81.25
32931,109,Jawahar Lal Nehru University,7,,Computer Science,71089.0,2155542,2019,1988239,5,62.5,100.0,100.0,87.5,81.25
33023,84,"Dr. C. V. Raman University, Kota Bilaspur",22,2098443.0,Computer Science,74102.0,2238136,2019,2063401,6,75.0,65.25,100.0,80.08333333333333,80.55
33063,84,"Dr. C. V. Raman University, Kota Bilaspur",22,2098443.0,Computer Science,74102.0,2238143,2019,2063515,6,75.0,65.25,100.0,80.08333333333333,80.55
22696,230,"Karnataka University, Dharwad",29,2022589.0,Computer Science,70831.0,2142012,2019,1975587,6,75.0,78.75,90.14084507042254,81.2969483568075,80.29225352112677
3549,108,Jamia Millia Islamia University,7,2051961.0,Computer Science,71710.0,2175266,2019,2007010,8,100.0,1.0,100.0,67.0,80.2
42952,360,"Orissa University of Agriculture &  Technology, Bhubaneswar",21,,Computer Science,72939.0,2207743,2019,2037117,8,100.0,1.0,100.0,67.0,80.2
3649,108,Jamia Millia Islamia University,7,2051961.0,Computer Science,71710.0,2175265,2019,2006880,8,100.0,1.0,97.77777777777777,66.25925925925925,79.53333333333333
1800,324,"Sant Gadge Baba Amravati University, Amravati",27,2026612.0,Computer Science,70894.0,2146610,2019,1979753,8,100.0,76.75,45.83333333333333,74.19444444444444,79.1
4984,443,"Annamalai University, Annamalainagar",33,2084411.0,Computer Science,70802.0,2217013,2019,1974042,8,100.0,77.25,45.45454545454545,74.23484848484848,79.08636363636364
43550,161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",24,,Computer Science,,2019484,2019,1855395,8,100.0,1.0,96.15384615384616,65.71794871794872,79.04615384615386
3177,108,Jamia Millia Islamia University,7,2051961.0,Computer Science,71710.0,2175264,2019,2006879,8,100.0,1.0,95.65217391304348,65.55072463768117,78.89565217391305
6044,490,"Vellore Institute of Technology, Vellore",33,,Computer Science,70396.0,2113864,2019,1948269,8,100.0,1.0,93.93939393939394,64.97979797979798,78.38181818181818
6043,490,"Vellore Institute of Technology, Vellore",33,,Computer Science,70396.0,2113864,2019,1948269,8,100.0,1.0,93.93939393939394,64.97979797979798,78.38181818181818
6042,490,"Vellore Institute of Technology, Vellore",33,,Computer Science,70396.0,2113864,2019,1948269,8,100.0,1.0,93.93939393939394,64.97979797979798,78.38181818181818
24575,469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",33,2025513.0,Computer Science,70885.0,2145324,2019,1978668,8,100.0,66.5,50.0,72.16666666666667,78.3
43548,161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",24,,Computer Science,,2019485,2019,1855396,8,100.0,1.0,92.85714285714286,64.61904761904762,78.05714285714286
34474,643,GALGOTIAS UNIVERSITY,9,,Computer Science,72773.0,2203777,2019,2033265,8,100.0,1.0,92.45283018867924,64.48427672955974,77.93584905660377
2095,415,"Nims University Rajasthan, Jaipur",8,,Computer Science,74730.0,2254200,2019,2076676,8,100.0,63.5,50.0,71.16666666666667,77.7
37990,262,"Mahatma Gandhi University, Kottayam",32,,Computer Science,73630.0,2228489,2019,2054827,5,62.5,81.0,100.0,81.16666666666667,77.45
37997,262,"Mahatma Gandhi University, Kottayam",32,,Computer Science,73630.0,2228490,2019,2054811,5,62.5,81.0,100.0,81.16666666666667,77.45
43596,227,"Karnataka State Law University, Hubli",24,,Computer Science,,2050840,2019,1886383,5,62.5,79.5,100.0,80.66666666666667,77.15
14524,495,"Tripura University, Agartala",16,,Computer Science,70046.0,2091697,2019,1926741,7,87.5,65.75,66.66666666666666,73.30555555555556,76.89999999999999
35784,569,"Burdwan University, Burdwan",19,2082324.0,Computer Science,73121.0,2213558,2019,2042409,5,62.5,77.75,100.0,80.08333333333333,76.8
42562,62,"Central University of South Bihar, Patna",10,2072665.0,Computer Science,72672.0,2202079,2019,2031735,5,62.5,75.5,100.0,79.33333333333333,76.35
42552,62,"Central University of South Bihar, Patna",10,2072665.0,Computer Science,72672.0,2202081,2019,2031737,5,62.5,75.5,100.0,79.33333333333333,76.35
42768,95,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",22,,Computer Science,72179.0,2220949,2019,2019947,6,75.0,44.0,100.0,73.0,76.3
42606,91,"MATS University, Raipur",22,,Computer Science,72587.0,2200224,2019,2030061,8,100.0,69.0,41.66666666666667,70.22222222222223,76.3
38016,262,"Mahatma Gandhi University, Kottayam",32,,Computer Science,73630.0,2228494,2019,2054782,5,62.5,81.0,95.83333333333334,79.77777777777779,76.2
29994,124,Maharaja Krishnakumarsinhji Bhavnagar University,24,1930652.0,Computer Science,69166.0,2042462,2019,1824668,6,75.0,41.25,100.0,72.08333333333333,75.75
30345,401,"Jaipur National University, Jaipur",8,,Computer Science,72643.0,2201257,2019,2031065,7,87.5,56.99999999999999,66.66666666666666,70.38888888888889,75.14999999999999
1792,324,"Sant Gadge Baba Amravati University, Amravati",27,2026612.0,Computer Science,70894.0,2146611,2019,1979754,8,100.0,76.75,30.0,68.91666666666667,74.35
11002,649,SRI SRI UNIVERSITY,21,2054744.0,Computer Science,71854.0,2178544,2019,2010275,7,87.5,1.0,100.0,62.833333333333336,73.95
11003,649,SRI SRI UNIVERSITY,21,2054744.0,Computer Science,71854.0,2178544,2019,2010275,7,87.5,1.0,100.0,62.833333333333336,73.95
11004,649,SRI SRI UNIVERSITY,21,2054744.0,Computer Science,71854.0,2178544,2019,2010275,7,87.5,1.0,100.0,62.833333333333336,73.95
19641,162,"Guru  Jambheshwar University of Science and Technology, Hissar",6,,Computer Science,,2134020,2019,1967812,7,87.5,82.0,42.857142857142854,70.78571428571429,73.00714285714287
